date,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,Final_Community_Sum
05/04/2020 02:00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.47
05/04/2020 03:00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.39
05/04/2020 04:00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.38
05/04/2020 05:00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.66
05/04/2020 06:00,0.03,0.00,0.04,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.69
05/04/2020 07:00,0.43,0.01,0.27,0.25,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.47
05/04/2020 08:00,0.81,0.28,0.93,0.43,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,2.75
05/04/2020 09:00,1.11,0.52,0.96,0.26,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,3.50
05/04/2020 10:00,1.35,0.92,1.35,0.22,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,4.93
05/04/2020 11:00,0.93,1.28,1.52,0.20,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,5.50
05/04/2020 12:00,0.20,0.72,0.94,0.32,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,3.61
05/04/2020 13:00,0.30,0.78,0.77,0.26,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,4.60
05/04/2020 14:00,0.32,0.66,0.97,0.69,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,5.55
05/04/2020 15:00,0.24,0.69,0.68,2.05,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,5.52
05/04/2020 16:00,1.87,0.85,0.69,1.69,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,6.57
05/04/2020 17:00,0.39,0.58,0.26,2.88,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,4.99
05/04/2020 18:00,0.17,0.45,0.23,1.54,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,3.73
05/04/2020 19:00,1.80,0.14,0.05,2.31,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,5.21
05/04/2020 20:00,0.22,0.00,0.00,1.79,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,2.46
05/04/2020 21:00,0.34,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,1.08
05/04/2020 22:00,0.65,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,1.28
05/04/2020 23:00,1.18,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,1.71
06/04/2020 00:00,0.03,0.58,0.45,0.22,0.16,0.40,0.23,0.18,0.14,0.57,0.31,0.24,0.17,0.29,0.25,0.56,0.08,0.44,0.21,0.21,5.73
06/04/2020 01:00,0.06,0.19,0.22,0.13,0.15,0.39,0.27,0.40,0.11,0.59,0.32,0.26,0.13,0.26,0.24,0.56,0.06,0.30,0.15,0.12,4.92
06/04/2020 02:00,0.05,0.42,0.23,0.13,0.16,0.27,0.26,0.32,0.07,0.33,0.30,0.19,0.37,0.25,0.25,0.49,0.04,0.27,0.21,0.12,4.74
06/04/2020 03:00,0.02,0.13,0.23,0.13,0.15,0.30,0.22,0.21,0.14,0.62,0.37,0.17,0.14,0.25,0.22,0.45,0.05,0.27,0.15,0.13,4.36
06/04/2020 04:00,0.06,0.08,0.12,0.13,0.16,0.20,0.17,0.40,0.13,0.59,0.31,0.25,0.60,0.26,0.20,0.54,0.04,0.23,0.18,0.12,4.75
06/04/2020 05:00,0.05,0.18,1.93,0.17,0.16,0.21,0.25,1.56,0.08,0.66,0.32,0.19,0.32,0.25,0.16,0.46,0.04,0.26,0.16,0.14,7.56
06/04/2020 06:00,0.01,0.18,3.21,0.24,0.15,0.21,0.34,3.54,0.15,0.73,0.23,0.24,0.20,0.30,0.32,0.44,0.05,0.25,0.15,0.12,11.06
06/04/2020 07:00,0.04,0.10,0.18,0.41,0.15,0.05,0.34,3.69,0.11,0.74,0.35,0.30,0.47,0.75,0.23,0.44,0.04,0.25,0.18,0.13,8.95
06/04/2020 08:00,0.05,0.41,0.27,0.22,0.69,0.31,0.25,0.35,0.07,0.63,0.97,0.31,0.42,0.72,0.22,0.44,0.18,0.63,0.42,0.26,7.83
06/04/2020 09:00,0.02,0.50,0.25,0.44,0.16,0.52,0.39,0.20,0.12,0.60,0.24,0.22,0.21,0.80,1.22,0.45,0.10,0.65,0.42,0.11,7.61
06/04/2020 10:00,0.05,0.20,0.26,0.23,0.14,0.40,0.16,0.51,0.13,0.88,0.17,0.44,0.23,0.31,0.51,0.45,0.17,0.47,0.58,0.28,6.58
06/04/2020 11:00,0.05,0.19,0.50,0.19,0.14,0.65,0.12,1.44,0.08,2.60,0.33,0.30,1.31,0.42,1.29,0.45,0.10,0.36,0.21,0.17,10.91
06/04/2020 12:00,0.01,0.12,1.21,0.19,0.19,0.50,0.10,0.54,0.10,1.15,0.89,0.23,0.48,0.44,0.88,0.46,0.12,0.44,0.19,0.36,8.62
06/04/2020 13:00,0.04,0.22,1.01,0.22,1.45,0.87,0.14,1.26,0.15,0.57,2.84,0.25,0.16,0.45,0.62,0.58,0.17,0.84,0.32,0.42,12.60
06/04/2020 14:00,0.06,0.24,0.41,0.38,1.86,0.90,0.19,0.26,0.08,0.29,1.76,0.36,0.15,0.30,1.58,0.63,0.30,0.54,0.21,0.17,10.66
06/04/2020 15:00,0.03,0.36,0.48,0.77,0.24,0.48,0.12,0.26,0.11,0.22,0.23,0.25,0.15,0.36,0.67,0.58,0.41,1.39,0.18,0.30,7.58
06/04/2020 16:00,0.06,0.27,0.33,0.31,0.26,0.29,1.22,0.52,0.14,0.31,2.86,0.35,0.26,0.34,0.50,0.52,0.43,1.33,0.37,0.23,10.90
06/04/2020 17:00,0.06,0.98,1.45,0.34,0.34,0.46,1.35,1.16,0.07,0.46,1.54,0.26,0.15,0.36,0.63,1.41,0.35,0.86,1.54,1.17,14.93
06/04/2020 18:00,0.03,1.12,1.37,0.26,0.26,2.17,0.34,0.56,0.15,0.57,1.38,1.19,0.15,0.34,1.28,0.64,0.52,1.63,0.96,0.77,15.69
06/04/2020 19:00,0.06,0.36,0.24,1.35,0.24,1.88,0.25,0.81,0.10,0.24,2.01,0.36,0.16,0.33,0.63,1.11,0.66,0.49,0.36,1.39,13.03
06/04/2020 20:00,0.05,0.37,0.29,2.39,0.34,1.28,0.27,0.63,0.08,0.47,1.66,0.30,0.15,1.18,2.81,0.64,0.08,0.50,0.17,0.21,13.85
06/04/2020 21:00,0.02,0.28,0.14,2.57,0.28,1.91,0.51,0.54,0.15,0.91,0.33,0.33,0.15,0.46,1.36,0.82,0.09,0.48,0.35,0.18,11.87
06/04/2020 22:00,0.06,0.17,0.32,1.45,0.22,0.52,0.76,0.67,0.20,0.27,0.69,1.25,0.11,0.46,0.95,0.68,0.11,1.01,0.44,0.18,10.52
06/04/2020 23:00,0.05,0.41,0.49,0.84,0.17,0.40,0.95,1.00,0.17,0.50,1.47,0.40,0.09,1.02,0.39,0.63,0.12,0.66,0.40,0.27,10.41
07/04/2020 00:00,0.02,0.68,0.35,1.22,0.19,0.44,0.91,0.36,0.59,0.35,0.27,0.28,0.17,1.15,0.45,0.77,0.04,0.61,0.23,0.29,9.38
07/04/2020 01:00,0.06,0.40,0.31,0.24,0.18,0.29,0.84,0.66,0.31,0.28,0.32,0.25,0.25,0.29,0.17,0.77,0.05,0.52,0.22,0.20,6.61
07/04/2020 02:00,0.89,0.28,0.31,0.19,0.16,0.29,0.86,0.26,0.28,0.23,0.20,0.20,0.23,0.22,0.19,0.62,0.07,0.47,0.14,0.13,6.24
07/04/2020 03:00,0.07,0.12,0.18,0.12,0.18,0.27,0.52,0.36,0.23,0.19,0.15,0.18,0.83,0.25,0.27,0.66,0.05,0.42,0.14,0.13,5.31
07/04/2020 04:00,0.04,0.15,0.20,0.12,0.17,0.27,0.44,0.46,0.35,0.31,0.17,0.18,0.42,0.23,0.21,0.69,0.05,0.45,0.17,0.10,5.20
07/04/2020 05:00,0.04,0.18,1.81,0.14,0.17,0.18,0.22,1.55,0.23,0.28,0.22,0.23,0.72,0.26,0.18,0.60,0.04,0.47,0.20,0.09,7.79
07/04/2020 06:00,0.04,0.11,2.90,0.28,0.15,0.16,0.24,3.67,0.23,0.22,0.15,0.33,0.31,0.34,0.58,0.60,0.04,0.48,0.22,0.13,11.17
07/04/2020 07:00,0.01,0.07,0.19,1.78,0.15,0.02,0.24,3.77,0.37,0.37,0.15,0.32,0.50,0.31,2.39,0.57,0.04,0.54,0.26,0.17,12.21
07/04/2020 08:00,0.05,0.27,0.30,1.08,0.26,0.30,0.32,0.51,0.60,0.59,1.97,0.26,1.48,0.80,1.43,0.58,0.12,0.39,0.31,0.13,11.76
07/04/2020 09:00,0.00,0.50,0.39,0.79,0.27,0.76,1.04,0.09,0.53,0.19,0.26,0.53,0.39,0.23,1.84,0.57,0.18,0.33,0.73,0.28,9.88
07/04/2020 10:00,0.05,0.52,0.33,0.55,0.18,0.89,0.51,0.14,0.58,0.36,1.47,1.05,0.34,0.30,0.52,0.58,0.95,1.85,0.44,0.12,11.73
07/04/2020 11:00,0.01,0.37,0.19,0.30,0.24,0.66,0.28,0.27,0.43,1.15,0.42,0.99,0.23,0.25,1.02,0.70,0.15,0.32,0.35,0.31,8.63
07/04/2020 12:00,0.06,0.07,0.25,0.55,0.16,0.32,1.99,0.54,0.76,0.13,1.14,0.26,0.24,0.25,0.62,0.67,0.23,0.37,1.37,0.43,10.41
07/04/2020 13:00,0.03,0.09,0.32,0.63,0.41,0.35,1.00,0.27,0.96,0.84,1.27,0.27,0.31,0.24,0.68,0.58,0.73,0.51,1.30,0.29,11.07
07/04/2020 14:00,0.06,0.09,0.39,0.85,0.37,1.05,0.35,0.14,0.35,0.12,0.39,0.35,0.26,0.30,0.39,0.57,0.76,0.48,1.03,0.19,8.50
07/04/2020 15:00,0.04,0.23,0.44,1.01,0.39,0.76,0.63,0.30,0.43,0.20,1.68,0.31,0.23,1.50,0.54,0.79,0.63,0.33,0.33,0.48,11.24
07/04/2020 16:00,0.06,0.12,0.25,2.96,0.45,0.31,0.79,1.00,0.89,0.16,1.61,0.38,0.22,0.43,0.61,0.63,0.32,0.54,0.27,0.20,12.21
07/04/2020 17:00,0.05,0.43,0.32,0.56,0.47,0.73,2.27,1.25,1.69,0.30,0.71,0.50,0.17,3.32,1.23,0.55,0.22,0.72,0.26,0.39,16.14
07/04/2020 18:00,0.02,2.03,0.24,0.67,0.42,1.93,0.42,0.22,0.74,0.29,2.87,0.84,0.12,3.39,0.41,0.54,0.05,1.74,0.53,0.57,18.03
07/04/2020 19:00,0.05,0.81,0.35,0.29,0.23,3.10,0.44,0.28,1.19,0.26,1.24,0.34,0.13,0.86,0.32,0.55,0.04,0.45,0.29,0.51,11.73
07/04/2020 20:00,0.01,0.37,0.24,1.07,0.24,0.59,0.36,0.26,0.85,0.38,1.47,0.33,0.18,1.71,0.64,0.71,0.04,0.35,0.28,0.25,10.33
07/04/2020 21:00,0.05,0.25,0.33,1.26,0.30,0.54,0.33,0.33,0.53,0.61,0.76,0.24,0.15,0.55,0.50,0.83,0.06,0.36,0.34,0.25,8.59
07/04/2020 22:00,0.02,0.12,0.29,1.98,0.31,0.49,1.04,0.32,0.61,0.89,2.47,0.24,0.31,0.53,0.32,0.78,0.11,0.50,0.30,0.22,11.86
07/04/2020 23:00,0.06,0.08,0.23,0.30,0.24,0.53,0.63,0.32,0.60,0.59,0.58,0.23,0.14,0.46,0.48,0.87,0.21,0.53,0.25,0.19,7.51
08/04/2020 00:00,0.11,0.65,0.62,0.20,0.16,0.48,0.27,0.29,0.57,0.21,0.55,0.14,0.10,0.23,0.40,0.47,0.03,0.67,0.21,0.13,6.51
08/04/2020 01:00,0.03,0.46,0.27,0.20,0.16,0.31,0.16,0.29,0.43,0.24,0.17,0.13,0.11,0.25,0.24,0.46,0.05,0.57,0.15,0.13,4.80
08/04/2020 02:00,0.08,0.13,0.30,0.17,0.16,0.38,0.14,0.26,0.24,0.19,0.20,0.15,0.46,0.30,0.21,0.46,0.05,0.38,0.15,0.13,4.55
08/04/2020 03:00,0.02,0.09,0.29,0.10,0.16,0.33,0.16,0.27,0.29,0.18,0.24,0.20,0.20,0.23,0.22,0.47,0.04,0.35,0.19,0.11,4.11
08/04/2020 04:00,0.08,0.95,0.27,0.11,0.16,0.26,0.15,0.23,0.25,0.18,0.15,0.19,0.65,0.25,0.18,0.48,0.04,0.35,0.15,0.12,5.17
08/04/2020 05:00,0.02,2.87,1.84,0.10,0.14,0.10,0.20,1.92,0.36,0.31,0.15,0.12,0.31,0.28,0.21,0.45,0.04,0.31,0.12,0.14,10.00
08/04/2020 06:00,1.70,2.11,2.18,0.19,0.16,0.19,0.20,3.63,0.40,0.55,0.24,0.19,0.18,0.34,0.23,0.46,0.05,0.41,0.14,0.17,13.72
08/04/2020 07:00,0.92,0.33,0.14,0.20,0.20,0.03,0.33,3.72,0.41,1.52,0.18,0.24,0.38,0.30,0.21,0.45,0.04,0.76,0.45,0.14,10.98
08/04/2020 08:00,0.08,0.24,0.27,0.20,0.66,0.24,0.48,0.40,0.60,0.51,1.49,0.25,0.31,0.68,1.30,0.45,0.09,1.13,0.49,0.27,10.11
08/04/2020 09:00,0.05,0.24,0.22,0.20,0.24,0.39,0.93,0.31,0.39,0.21,0.42,0.34,0.42,0.85,1.28,0.15,0.09,0.61,0.55,0.07,7.97
08/04/2020 10:00,0.01,0.07,0.25,0.16,0.18,0.48,0.28,0.95,0.40,0.30,0.35,0.47,0.18,0.28,0.27,0.12,0.22,1.03,0.94,0.45,7.40
08/04/2020 11:00,0.06,0.12,0.30,0.11,0.17,0.93,0.16,0.24,0.75,0.20,0.26,0.90,0.33,0.23,0.30,0.12,1.02,1.09,0.52,0.11,7.92
08/04/2020 12:00,0.02,0.08,0.31,0.11,0.17,0.34,0.14,0.20,1.02,0.40,0.44,0.49,0.19,0.24,0.21,0.13,0.68,0.52,0.40,0.10,6.19
08/04/2020 13:00,0.06,0.39,1.33,0.11,0.16,0.33,0.16,0.31,0.86,0.37,1.86,0.41,0.26,0.28,0.21,0.12,0.31,0.80,0.59,0.46,9.39
08/04/2020 14:00,0.00,0.93,0.70,0.20,0.16,0.40,0.16,0.16,0.36,0.28,0.66,0.86,0.16,0.24,0.27,0.13,0.40,0.72,1.03,0.13,7.96
08/04/2020 15:00,0.00,0.30,0.40,0.20,0.21,0.46,0.11,0.18,0.86,0.22,1.75,0.32,0.13,0.23,0.30,0.13,0.03,0.73,1.17,0.09,7.81
08/04/2020 16:00,0.01,2.57,0.34,0.20,0.40,0.48,0.96,0.17,1.04,0.27,0.84,1.73,0.15,0.25,0.39,0.12,0.03,0.77,1.84,0.11,12.67
08/04/2020 17:00,0.29,0.84,0.30,0.20,0.35,0.33,0.29,0.27,1.08,0.37,1.06,1.53,0.21,0.28,0.40,0.13,0.05,0.67,1.82,0.11,10.57
08/04/2020 18:00,0.03,0.36,0.43,0.20,0.46,1.30,1.02,1.26,1.38,0.33,0.30,0.63,0.13,1.94,0.51,0.11,0.05,1.67,0.79,0.82,13.73
08/04/2020 19:00,0.02,0.30,0.15,0.17,0.28,1.76,0.62,1.27,0.50,0.28,1.06,1.15,0.13,0.96,0.44,0.12,0.04,0.90,0.33,1.99,12.44
08/04/2020 20:00,0.05,0.17,0.19,0.11,0.32,2.50,0.61,0.30,0.62,0.44,1.47,0.37,0.19,0.85,0.93,0.11,0.06,0.49,0.39,0.48,10.66
08/04/2020 21:00,0.30,0.41,0.88,0.11,0.33,2.63,0.95,0.65,0.40,0.40,0.66,0.78,0.21,0.64,0.76,0.12,0.06,0.63,0.55,0.24,11.73
08/04/2020 22:00,0.16,0.28,1.19,0.11,0.29,0.61,0.79,0.49,0.53,0.38,0.52,0.22,0.24,0.39,1.30,0.14,0.04,0.54,0.34,0.26,8.79
08/04/2020 23:00,0.02,0.31,0.53,0.19,0.16,0.55,0.82,0.46,0.50,0.16,1.37,0.21,0.09,0.25,1.34,0.13,0.04,0.69,1.11,0.23,9.13
09/04/2020 00:00,0.04,0.50,0.45,0.71,0.16,0.58,0.19,0.12,0.49,0.91,0.31,0.16,0.12,0.71,0.20,0.74,0.04,0.39,0.22,0.25,7.30
09/04/2020 01:00,0.05,0.14,0.29,0.14,0.16,0.67,0.18,0.15,0.34,0.82,0.15,0.21,0.11,0.26,0.19,0.73,0.04,0.35,0.25,0.10,5.34
09/04/2020 02:00,0.04,0.14,0.33,0.17,0.14,0.51,0.12,0.15,0.42,0.74,0.16,0.16,0.44,0.25,0.18,0.72,0.06,0.26,0.32,0.08,5.39
09/04/2020 03:00,0.04,0.15,0.23,0.16,0.14,0.38,0.12,0.15,0.35,0.78,0.24,0.14,0.28,0.24,0.16,0.70,0.04,0.26,0.30,0.08,4.92
09/04/2020 04:00,0.05,1.00,0.22,0.17,0.15,0.33,0.14,0.10,0.35,0.76,0.16,0.21,0.64,0.24,0.17,0.75,0.04,0.27,0.27,0.08,6.12
09/04/2020 05:00,0.03,2.99,1.89,0.32,0.16,0.33,0.23,1.83,0.36,0.69,0.14,0.26,0.33,0.24,0.18,0.70,0.05,0.24,0.25,0.13,11.36
09/04/2020 06:00,0.05,2.20,2.61,0.34,0.15,0.19,0.17,3.70,0.98,1.60,0.14,0.19,0.14,0.37,0.19,0.60,0.05,0.27,0.26,0.17,14.35
09/04/2020 07:00,0.02,0.52,0.45,2.08,0.21,0.27,0.48,3.93,1.15,3.18,0.94,0.22,0.29,0.68,0.42,0.60,0.28,0.33,0.64,0.18,16.87
09/04/2020 08:00,0.06,0.35,0.17,2.77,0.15,0.43,0.34,0.67,0.54,2.12,0.81,0.35,0.38,0.27,1.56,0.58,0.06,0.24,0.35,0.30,12.49
09/04/2020 09:00,0.01,0.07,0.17,0.38,0.26,0.43,0.15,0.61,0.43,1.66,0.67,0.50,0.34,0.27,0.59,0.60,0.07,0.31,0.39,0.10,8.01
09/04/2020 10:00,0.07,0.10,0.14,1.25,0.17,0.57,0.10,0.50,0.61,1.03,0.70,0.42,0.21,0.31,0.33,0.74,0.04,0.70,0.49,0.11,8.57
09/04/2020 11:00,0.01,0.07,0.21,0.39,0.25,0.45,0.34,0.20,0.37,0.64,0.75,0.23,0.16,0.23,0.26,0.70,0.04,1.58,0.31,0.27,7.47
09/04/2020 12:00,0.08,0.10,0.17,0.50,0.30,1.44,0.38,0.61,0.90,1.20,2.03,0.24,0.20,0.23,0.29,0.63,0.69,1.32,0.28,0.41,12.02
09/04/2020 13:00,0.04,0.07,0.34,1.41,0.44,1.10,0.14,0.20,0.43,1.54,0.45,0.21,0.31,0.27,0.36,0.79,1.14,1.36,0.38,0.98,11.97
09/04/2020 14:00,0.09,0.10,0.19,0.45,0.16,0.41,0.40,0.15,0.55,0.62,0.21,0.26,0.39,0.24,0.44,0.65,0.36,0.48,0.56,0.22,6.93
09/04/2020 15:00,0.03,0.08,0.61,1.41,0.71,0.53,0.24,0.17,0.48,0.50,0.14,0.22,0.51,0.23,0.55,0.61,0.04,0.45,0.34,0.13,7.98
09/04/2020 16:00,0.08,0.20,0.19,2.34,1.06,0.55,0.64,0.14,0.53,0.83,0.12,0.22,0.53,0.24,0.31,0.61,0.05,0.37,0.52,0.11,9.61
09/04/2020 17:00,0.03,0.09,1.09,0.58,0.41,0.46,0.24,0.18,0.59,0.83,0.17,0.24,0.57,0.28,0.29,0.87,0.46,0.51,0.37,0.66,8.89
09/04/2020 18:00,0.07,0.07,0.70,0.83,0.61,0.50,0.41,0.73,1.04,1.12,0.21,0.51,0.55,0.24,0.27,1.90,0.21,1.73,2.09,1.19,14.97
09/04/2020 19:00,0.02,0.14,0.43,0.60,0.35,0.54,0.43,0.19,0.52,1.72,0.12,0.69,0.36,0.70,0.31,0.90,0.05,0.46,1.11,0.38,10.02
09/04/2020 20:00,0.07,0.27,0.29,0.34,0.24,1.33,0.50,0.48,1.91,1.76,0.13,0.32,0.23,2.34,0.46,3.11,0.07,0.34,1.71,0.21,16.12
09/04/2020 21:00,0.02,0.36,0.86,0.52,0.22,2.39,0.50,0.35,0.95,0.98,0.13,0.18,0.28,1.05,0.61,1.09,0.04,0.36,0.52,0.26,11.68
09/04/2020 22:00,0.07,0.30,0.75,0.37,0.23,2.48,0.48,0.27,0.76,0.98,0.24,0.18,0.13,1.14,0.36,0.80,0.14,0.45,0.43,0.29,10.88
09/04/2020 23:00,0.02,0.39,0.71,0.32,0.20,1.18,0.79,0.22,0.74,0.76,0.13,0.22,0.11,0.79,0.35,0.78,0.14,0.65,0.25,0.32,9.06
10/04/2020 00:00,0.06,0.56,0.42,0.13,0.12,0.56,1.37,1.23,0.44,1.81,0.20,0.19,0.15,0.24,0.27,0.75,0.24,0.23,0.19,0.32,9.49
10/04/2020 01:00,0.07,0.08,0.22,0.13,0.12,0.41,0.37,0.32,0.34,0.74,0.20,0.17,0.16,0.24,0.22,0.65,0.12,0.23,0.13,0.14,5.05
10/04/2020 02:00,0.03,0.07,0.32,0.13,0.09,0.33,0.39,0.31,0.35,0.83,0.20,0.16,0.14,0.22,0.19,0.60,0.04,0.22,0.14,0.10,4.87
10/04/2020 03:00,0.07,0.10,0.29,0.12,0.11,0.19,0.48,0.28,0.41,0.74,0.15,0.12,0.54,0.24,0.19,0.58,0.04,0.24,0.14,0.07,5.08
10/04/2020 04:00,0.03,0.93,0.30,0.19,0.13,0.35,0.33,0.25,0.33,0.71,0.15,0.11,0.77,0.21,0.17,0.63,0.04,0.21,0.20,0.09,6.12
10/04/2020 05:00,0.07,2.89,1.97,0.22,0.10,0.36,0.27,0.61,0.37,0.70,0.20,0.10,0.44,0.27,0.20,0.58,0.04,0.25,0.25,0.12,10.01
10/04/2020 06:00,0.03,2.11,2.70,0.22,0.11,0.51,0.26,0.64,0.36,0.91,0.18,0.34,0.22,0.29,0.19,0.58,0.04,0.36,0.28,0.10,10.45
10/04/2020 07:00,0.07,0.26,0.13,0.22,0.11,0.37,0.52,0.67,0.31,1.26,0.17,0.21,0.28,0.71,0.21,0.58,0.05,0.33,0.28,0.09,6.81
10/04/2020 08:00,0.04,0.11,0.34,0.22,0.15,0.21,0.35,0.40,0.64,1.21,0.19,0.47,0.20,2.17,0.27,0.57,0.05,0.23,0.32,0.10,8.22
10/04/2020 09:00,0.21,0.23,0.17,0.21,0.26,0.30,0.37,1.38,0.82,2.26,0.19,0.17,0.56,2.82,0.59,0.55,0.04,0.34,0.91,0.11,12.49
10/04/2020 10:00,0.08,0.42,0.18,0.22,0.38,0.36,0.37,2.04,0.80,2.07,0.20,0.15,0.29,1.59,1.36,0.64,0.36,0.21,0.65,0.51,12.87
10/04/2020 11:00,0.30,0.63,0.29,0.21,0.35,0.78,1.82,0.46,0.48,1.04,0.34,0.38,0.49,0.81,1.57,0.58,0.82,1.68,0.32,0.31,13.68
10/04/2020 12:00,0.19,0.78,0.27,0.22,0.14,1.56,0.90,0.37,2.06,0.69,0.20,0.15,0.28,2.06,1.47,0.59,0.35,0.73,1.21,0.48,14.68
10/04/2020 13:00,0.01,0.29,0.46,0.22,0.24,2.71,1.19,0.51,0.60,2.80,0.78,0.21,0.20,1.45,2.69,0.58,0.04,0.51,0.39,0.37,16.24
10/04/2020 14:00,0.04,0.26,0.48,0.22,0.21,0.89,0.34,2.37,0.71,0.53,0.90,0.20,0.17,1.30,1.75,0.67,0.04,1.12,2.81,0.23,15.26
10/04/2020 15:00,0.02,0.20,0.39,0.18,0.20,0.53,0.54,1.70,0.62,0.67,0.31,0.84,0.27,0.91,0.79,0.55,0.07,0.68,0.39,0.30,10.17
10/04/2020 16:00,0.02,0.34,0.60,0.12,0.15,0.47,0.21,1.35,0.75,0.38,0.27,1.41,0.20,1.11,0.59,0.60,0.13,0.76,0.55,0.29,10.30
10/04/2020 17:00,0.04,0.25,1.09,0.12,0.23,2.32,0.32,0.53,0.82,0.35,1.61,1.57,0.24,1.28,1.27,0.55,0.95,0.86,0.38,0.70,15.48
10/04/2020 18:00,0.00,0.14,0.20,0.12,0.37,3.50,1.81,0.65,1.27,0.62,2.05,0.31,0.13,0.32,0.56,0.54,0.54,1.75,0.36,0.25,15.51
10/04/2020 19:00,0.05,0.32,0.25,0.13,0.21,1.44,0.84,1.56,1.28,1.02,1.08,0.20,0.18,0.20,1.05,0.81,0.86,0.39,0.56,0.29,12.72
10/04/2020 20:00,0.02,0.44,0.23,2.36,0.57,3.36,1.01,1.03,0.91,0.76,0.53,0.23,0.27,0.48,0.33,0.79,0.12,0.34,0.62,0.25,14.67
10/04/2020 21:00,0.06,0.29,0.21,0.72,0.20,3.58,1.55,1.89,0.84,0.69,1.03,0.19,0.27,0.47,0.34,0.76,0.18,0.41,0.58,0.26,14.54
10/04/2020 22:00,0.03,0.71,0.52,0.45,0.27,1.19,1.24,0.98,0.87,0.59,0.31,0.19,0.16,0.49,0.30,0.79,0.23,0.49,0.38,0.23,10.42
10/04/2020 23:00,0.04,0.20,0.51,0.25,0.36,0.59,0.57,0.47,0.65,0.46,0.35,0.18,0.10,0.38,0.32,0.76,0.10,0.44,0.31,0.23,7.28
11/04/2020 00:00,0.02,0.65,0.63,0.33,0.07,0.42,0.41,0.26,0.67,0.09,0.24,0.13,0.68,0.23,0.15,0.69,0.04,0.22,0.76,0.22,6.90
11/04/2020 01:00,0.05,0.59,0.57,0.31,0.07,0.36,3.44,0.25,0.56,0.12,0.14,0.13,0.18,0.18,0.13,0.62,0.04,0.21,1.47,0.14,9.57
11/04/2020 02:00,0.02,0.63,0.54,0.36,0.07,0.27,3.20,0.18,0.70,0.09,0.14,0.12,0.64,0.21,0.10,0.58,0.05,0.21,1.36,0.07,9.54
11/04/2020 03:00,0.05,1.38,0.27,0.33,0.06,0.23,1.01,0.25,0.42,0.18,0.18,0.11,0.21,0.23,0.12,0.59,0.04,0.22,0.32,0.07,6.28
